truck_id,truck_number,truck_type,rfid_tag,registration_date
TRK-1526,DZ-390-FN,Tipper,RFID-QE153SS,2025-01-30
TRK-1527,II-750-EA,Bulk,RFID-LK795vN,2024-02-01
TRK-1528,UP-347-VH,,RFID-kg465DY,2025-01-23
TRK-1529,KN-849-BJ,,RFID-aO073oS,2024-01-31
TRK-1530,QJ-148-TY,Bulk,RFID-np379EV,2023-08-07
TRK-1531,LO-105-LZ,Bulk,RFID-zl563ax,2025-02-22
TRK-1532,UZ-679-SY,Tipper,RFID-bJ015hj,
TRK-1533,RV-339-JH,Tipper,RFID-OL473Wx,2024-10-24
TRK-1534,US-788-DJ,Tipper,RFID-ms003lo,2025-02-02
TRK-1535,TC-628-PV,Tipper,RFID-Jp425lm,2023-12-27
TRK-1536,JC-828-LK,Tipper,RFID-gb024Ri,2024-08-24
TRK-1537,CL-233-ML,Tipper,RFID-nt615Dp,2024-06-28
TRK-1538,JN-702-OU,Tipper,RFID-HZ552NB,2025-07-10
TRK-1539,WP-751-LL,Bulk,RFID-iY112mm,2024-03-13
TRK-1540,YM-526-VD,Tipper,RFID-uM865BO,2025-05-30
TRK-1541,DS-232-ZN,Tipper,RFID-Lm309Is,
TRK-1542,NS-566-MT,Tipper,RFID-dO253Yr,2024-04-06
TRK-1543,YJ-221-PK,Tipper,RFID-Fn289Uf,2024-03-08
TRK-1544,DO-141-ND,Bulk,RFID-kG791yW,2025-05-17
TRK-1545,HJ-401-MU,Bulk,RFID-HD857lu,2024-08-12
TRK-1546,DP-149-YH,Tipper,RFID-TF587Er,2025-01-14
TRK-1547,,Tipper,RFID-Pc969no,2024-02-08
TRK-1548,,Tipper,RFID-zn373tB,2024-12-01
TRK-1549,LI-486-MS,Bulk,RFID-xq692Jf,2024-09-23
TRK-1550,PT-616-QT,Bulk,RFID-CH214wo,2024-06-28
TRK-1551,RD-845-IU,Tipper,RFID-GN907vB,2023-12-18
TRK-1552,RK-338-XI,Tipper,RFID-Ax776ZF,2025-07-15
TRK-1553,BR-553-TQ,Bulk,RFID-bl546Co,2023-12-03
,,,,
TRK-1555,IQ-759-OF,Bulk,RFID-og814he,2024-02-17
TRK-1556,QO-154-YN,Tipper,RFID-mv508mR,
TRK-1557,TN-119-DY,Bulk,RFID-VX544Rr,2024-05-06
TRK-1558,EA-905-FV,Tipper,RFID-WT392VI,2023-09-26
TRK-1559,VP-186-UP,Tipper,RFID-sw404Yz,2024-01-19
TRK-1560,KB-982-YI,Bulk,RFID-EP690GW,2025-06-15
TRK-1561,EA-640-IG,Bulk,RFID-oU263Vn,2023-10-12
TRK-1562,CC-272-HE,Tipper,RFID-LY738JW,2024-09-21
TRK-1563,TE-517-RB,Tipper,RFID-Yf775um,2024-06-01
TRK-1564,YE-830-BK,Tipper,RFID-CC663Jb,2024-05-23
TRK-1565,IK-431-GY,Bulk,RFID-it529Va,2023-08-30
TRK-1566,XB-345-TP,Bulk,RFID-oA755BR,2024-03-31
TRK-1567,MT-494-YH,Tipper,RFID-uL684bK,2024-08-15
TRK-1568,IO-167-MK,Tipper,RFID-vK022OZ,2024-03-30
,GX-375-OP,Tipper,RFID-zy999nz,2024-07-20
TRK-1570,CT-767-UH,Bulk,RFID-mE186gv,2025-06-08
,KC-751-NU,Tipper,RFID-fk974gR,2024-02-10
TRK-1572,DO-272-UN,Bulk,RFID-SM820Fb,2024-01-17
TRK-1573,LX-562-BV,Bulk,RFID-ys231no,2024-10-06
TRK-1574,YQ-768-ZA,Tipper,RFID-Dd481xH,2024-11-05
TRK-1575,YM-712-GR,Tipper,RFID-Az025kh,2025-05-16
TRK-1576,ZV-317-PN,Bulk,RFID-EV286ey,2023-10-14
,BT-676-BC,Bulk,RFID-tB323TQ,2024-02-17
TRK-1578,SV-842-OH,Bulk,RFID-Kt729Lm,
TRK-1579,LP-921-IR,Bulk,RFID-ma874jC,2025-02-24
TRK-1580,IG-870-SH,Tipper,RFID-Zp169Hv,2025-03-02
TRK-1581,RI-315-LP,Tipper,RFID-DK977cV,2024-08-27
TRK-1582,AR-761-XP,,RFID-wS147TY,2024-04-24
TRK-1583,AA-277-KX,Tipper,RFID-Zl469Ap,2023-12-13
TRK-1584,ST-651-CW,Tipper,RFID-Dy296Ql,2024-02-23
TRK-1585,QO-952-VL,Tipper,RFID-Sc916pk,2024-07-23
TRK-1586,DZ-485-VJ,Tipper,,2024-03-24
TRK-1587,ET-813-ZD,Bulk,RFID-WJ376hx,2025-06-06
TRK-1588,JF-109-FA,Tipper,RFID-XX118uA,2024-03-26
TRK-1589,HX-466-EV,Tipper,RFID-nG724cD,2025-05-08
TRK-1590,QV-326-GM,Bulk,RFID-yv017Vz,2023-11-12
,,,,
TRK-1592,,Bulk,RFID-FD257ef,2023-12-29
TRK-1593,NE-298-RO,Tipper,RFID-iE837rk,2024-04-15
TRK-1594,RO-166-PT,Bulk,RFID-gl209sh,2024-11-17
TRK-1595,DY-976-FN,Bulk,RFID-eQ862Wa,2024-02-24
TRK-1596,UE-794-AZ,Tipper,RFID-wl427nT,2024-03-11
TRK-1597,RP-797-OL,,RFID-CS083dO,2023-10-24
,YQ-765-BY,Bulk,RFID-St816Cd,2023-08-17
TRK-1599,LZ-380-DN,Tipper,RFID-Xy900Xm,2025-07-27
TRK-1600,MN-144-WF,Bulk,RFID-mf353bA,2025-07-01
,,,,
TRK-1602,IW-927-AT,Tipper,RFID-Uk312cA,2025-06-13
TRK-1603,ZL-176-XF,Bulk,RFID-uJ815Om,2025-01-08
TRK-1604,,Tipper,RFID-zB938ho,2023-12-12
TRK-1605,VP-741-YV,Bulk,,2025-07-16
TRK-1606,GM-448-VV,Bulk,RFID-nD506oe,2025-02-15
TRK-1607,NG-174-UQ,Tipper,RFID-ce495nA,2024-01-27
TRK-1608,TQ-692-DZ,Tipper,,2025-04-04
TRK-1609,XJ-968-SU,Bulk,RFID-gM924uO,2024-08-30
TRK-1610,BU-156-HQ,Tipper,RFID-lO625WS,2024-08-12
TRK-1611,BR-672-BW,Tipper,RFID-vb571ML,2024-12-18
TRK-1612,KQ-520-GP,Tipper,RFID-OV768oG,2024-01-27
TRK-1613,RA-493-ML,Bulk,RFID-bN903Wh,2025-05-17
TRK-1614,QC-766-YU,Tipper,RFID-Wp436Nf,2024-05-08
TRK-1615,LI-297-CA,Tipper,RFID-Fs025mj,2023-10-07
,,,,
TRK-1617,QG-531-MQ,Tipper,RFID-uP524YW,2025-07-16
TRK-1618,ED-145-BI,Tipper,RFID-Ps086Wb,2025-03-07
TRK-1619,LY-872-JP,Tipper,RFID-pn355Id,2025-01-15
,OD-580-II,Bulk,RFID-yH339ul,2025-01-29
TRK-1621,JA-700-RD,Bulk,RFID-Fe701md,2025-03-13
TRK-1622,GV-672-WK,Tipper,RFID-fl232LJ,2025-06-02
TRK-1623,FF-306-UI,Bulk,RFID-fB338UD,2024-06-15
TRK-1624,RS-578-PI,Bulk,RFID-pB423lM,2024-06-21
TRK-1625,PZ-730-HI,Bulk,RFID-KC344Om,2024-04-01
TRK-1626,,Tipper,RFID-xz471yk,2025-07-23
TRK-1627,QS-577-QG,Bulk,RFID-GN776VB,2025-06-08
TRK-1628,TY-439-UJ,Tipper,RFID-Wy270Bf,2025-06-06
TRK-1629,KV-106-JB,Bulk,RFID-jJ498Ul,2024-08-24
TRK-1630,AC-397-LQ,Tipper,RFID-tD467sy,2024-08-11
TRK-1631,XJ-130-FH,Bulk,RFID-ev897iT,2024-03-26
,FG-278-IO,Bulk,RFID-ma732aG,2023-10-18
TRK-1633,EA-963-GC,Tipper,RFID-Az576Vx,2024-01-10
TRK-1634,VD-770-UC,Bulk,RFID-PL674eA,2023-10-14
TRK-1635,YH-345-JJ,Bulk,RFID-Kk016mW,2024-01-10
TRK-1636,EN-918-ZW,Bulk,RFID-GT645FO,2025-07-18
,WB-247-WD,Bulk,RFID-BV506pp,2024-05-15
TRK-1638,EN-811-JP,,RFID-OT705Rb,2023-10-03
TRK-1639,ZG-147-TP,Bulk,RFID-DR249jq,2024-08-31
TRK-1640,WH-252-IB,Tipper,,2025-01-09
TRK-1641,UW-971-NP,,RFID-TL166fH,2023-12-28
TRK-1642,MS-903-MR,Bulk,RFID-Bq362St,2023-08-11
TRK-1643,BN-869-WT,Tipper,RFID-Lt886UA,2023-11-22
TRK-1644,JN-283-IJ,Bulk,RFID-XZ119wj,2024-05-07
TRK-1645,SS-606-MP,Bulk,RFID-St436ak,2024-09-07
TRK-1646,QU-765-AF,Tipper,,2024-05-21
TRK-1647,FW-505-FL,,RFID-UB864kl,2024-01-03
TRK-1648,JE-962-JO,Tipper,RFID-mF522lG,2024-02-28
TRK-1649,DC-555-NF,Bulk,RFID-nl179md,2025-07-04
TRK-1650,BN-444-LM,Bulk,RFID-AC234ON,2024-06-24
TRK-1651,KU-424-HA,Bulk,RFID-sf121yh,2025-03-26
TRK-1652,LG-177-JC,Tipper,RFID-bL415pE,2024-04-08
TRK-1653,VN-759-CH,Bulk,RFID-dr710Wa,2024-09-23
TRK-1654,FD-468-AF,Bulk,RFID-nH901Ya,2025-04-28
TRK-1655,FI-409-TT,Bulk,RFID-Wr698FE,2023-10-04
TRK-1656,VE-718-ZZ,Tipper,RFID-vx596Rv,2024-05-02
TRK-1657,TT-367-AH,Tipper,RFID-Qz535yN,2024-01-15
TRK-1658,VU-513-YV,Bulk,RFID-Zg055aD,2024-11-30
TRK-1659,TA-769-NT,Bulk,RFID-Mh620Hr,2025-07-31
TRK-1660,DK-332-SF,Bulk,RFID-NR357QE,2024-09-17
TRK-1661,,Bulk,RFID-aO863ub,2025-03-29
TRK-1662,LU-420-VL,Bulk,RFID-RC505oM,2024-09-25
TRK-1663,YK-549-LO,Tipper,RFID-Yf769wB,2024-05-14
TRK-1664,,Tipper,RFID-sM716mT,2024-12-12
TRK-1665,,Bulk,RFID-YT289Gc,2023-12-13
TRK-1666,RK-897-RH,Tipper,RFID-tR271JD,2025-01-24
TRK-1667,PO-132-XD,Tipper,RFID-EQ271Ip,2023-11-05
TRK-1668,YI-744-UX,Tipper,RFID-WQ332Sf,2024-08-18
TRK-1669,OK-490-FK,,RFID-ku160yX,2024-10-05
,,,,
,,,,
TRK-1672,AR-600-AF,Tipper,RFID-eP399vy,2024-04-27
TRK-1673,XK-310-GR,Bulk,RFID-Zo686oq,2025-06-16
TRK-1674,BB-630-AI,Tipper,RFID-hf141vV,2024-11-30
TRK-1675,XK-213-DK,Bulk,RFID-Kx931iu,2025-04-22
TRK-1676,TK-986-FW,Bulk,RFID-td690LI,2024-11-28
TRK-1677,IV-780-MP,Bulk,RFID-uX366xZ,2023-09-18
TRK-1678,YP-614-SL,Tipper,RFID-Lo289gz,2025-04-24
TRK-1679,FZ-556-BK,,RFID-uj087so,2024-10-26
TRK-1680,UN-682-WL,,RFID-Ms772jV,2024-09-13
,OT-394-QX,Tipper,RFID-tG095Sh,2024-03-27
TRK-1682,,Tipper,RFID-On497Fs,2025-02-03
TRK-1683,VE-355-EQ,Tipper,RFID-jT605nU,2025-06-23
TRK-1684,LK-774-EO,Tipper,RFID-FU302zt,2025-01-12
TRK-1685,KY-345-XE,Tipper,RFID-zv208BR,2025-04-12
TRK-1686,WN-782-XS,Bulk,RFID-ze756HU,
TRK-1687,SF-605-KT,Bulk,RFID-SJ443zg,2025-07-17
TRK-1688,DJ-873-CT,Bulk,RFID-Zd259Tt,2023-12-15
TRK-1689,IL-358-FB,Tipper,RFID-iC729SE,2024-10-08
TRK-1690,AQ-791-TJ,Bulk,RFID-nZ423Vm,2024-05-22
TRK-1691,TW-506-AG,Tipper,RFID-gR059Yj,2024-04-17
TRK-1692,SD-786-TM,Bulk,RFID-dg662wE,2024-05-11
TRK-1693,BO-348-SL,Tipper,,2025-04-23
TRK-1694,MH-265-EA,,RFID-pc626hp,2024-09-10
TRK-1695,CH-647-TE,Bulk,RFID-SM674lP,2025-05-18
TRK-1696,RA-379-DJ,Bulk,RFID-Py617rO,2025-06-24
TRK-1697,FA-791-NL,Tipper,RFID-hh750fh,2025-06-07
TRK-1698,BQ-635-QS,Bulk,RFID-bL783KK,2023-10-29
TRK-1699,XK-415-LP,Bulk,RFID-YL741ly,2024-05-23
TRK-1700,BJ-306-YJ,Bulk,RFID-Ki764gu,2024-07-27
TRK-1701,GC-531-AA,Tipper,RFID-zS182bz,2024-04-29
TRK-1702,VR-164-FW,Tipper,RFID-Fe888HL,2025-03-15
TRK-1703,UV-271-SB,Tipper,RFID-Qh813lM,2024-11-29
TRK-1704,NV-430-OE,Tipper,RFID-CZ208uh,2023-12-21
TRK-1705,FO-538-DF,Bulk,RFID-nP029kf,
TRK-1706,JE-511-RA,Tipper,RFID-fh840Gt,2024-09-25
TRK-1707,FF-773-VQ,Bulk,RFID-BQ582ap,2024-01-11
TRK-1708,JB-323-KT,Tipper,RFID-Ys408QI,2025-05-29
,,Tipper,RFID-FS729uH,2023-10-19
TRK-1710,WE-197-PZ,Tipper,RFID-Gn598Sg,2024-11-03
TRK-1711,SR-889-SI,Bulk,RFID-mj030tn,2024-01-23
TRK-1712,QW-425-ZR,Tipper,RFID-nL298wr,2024-04-02
TRK-1713,BA-699-LN,,RFID-eJ296qq,2024-09-21
TRK-1714,TN-821-ZG,Bulk,RFID-Df626qR,2025-03-19
TRK-1715,QX-416-GL,Bulk,RFID-ne628OU,2024-10-22
TRK-1716,,Bulk,RFID-KQ435PG,2023-10-15
TRK-1717,,Tipper,RFID-ju926YB,2024-10-03
TRK-1718,ZL-998-IH,Bulk,RFID-pe609rh,2025-06-27
TRK-1719,QT-633-UK,Bulk,RFID-Ae818vO,2025-02-11
,VT-334-WI,Bulk,RFID-Xr155jZ,2025-03-21
TRK-1721,GO-780-ZU,Bulk,RFID-gy340oy,2023-09-05
TRK-1722,SF-993-JI,Bulk,RFID-HU112tL,2025-02-23
TRK-1723,LA-990-MY,,RFID-wS718Ks,2023-09-17
TRK-1724,BZ-309-DE,Bulk,RFID-gd849ku,2024-01-04
TRK-1725,OU-309-GC,Tipper,RFID-ZV625RY,2024-09-21
TRK-1726,SI-838-FL,Tipper,RFID-zE889Li,2023-09-24
TRK-1727,PH-690-LQ,Tipper,RFID-Tj408Qi,2025-05-02
TRK-1728,HU-181-YJ,Bulk,RFID-Vr269dU,2024-02-21
TRK-1729,JM-532-NT,Bulk,RFID-AT539Dl,2025-06-07
TRK-1730,TV-912-MT,Bulk,RFID-Gs757rB,2024-05-30
TRK-1731,LC-407-PD,Tipper,RFID-Of834tA,2023-12-29
TRK-1732,SG-574-HH,Bulk,RFID-eU511pf,2024-02-22
TRK-1733,OM-441-DM,Bulk,RFID-fV290sJ,2023-11-11
TRK-1734,EE-113-WS,Tipper,,2025-02-01
TRK-1735,JK-525-YZ,Bulk,RFID-RR778IS,2024-11-18
TRK-1736,JM-756-ZB,Bulk,RFID-Nm160Va,2025-04-30
TRK-1737,XZ-227-KO,Bulk,RFID-pV685QH,2023-12-17
TRK-1738,FL-361-UT,Tipper,RFID-Ck909RW,2024-04-03
TRK-1739,JS-750-RS,Tipper,RFID-ex832iG,2025-07-15
TRK-1740,QY-853-GM,Tipper,RFID-Fy506kx,2023-12-04
TRK-1741,XJ-823-RS,Bulk,RFID-IX153hs,2023-10-23
,,,,
TRK-1743,GP-778-VA,Tipper,RFID-tP963Gc,2024-11-19
TRK-1744,UQ-493-KP,Bulk,RFID-dw797aN,2025-06-15
,,,,
TRK-1746,LR-612-ZR,Tipper,RFID-ag265BF,2024-10-24
TRK-1747,JI-521-TY,Bulk,RFID-Gj318Ah,2024-07-29
TRK-1748,WC-686-UI,Tipper,RFID-XQ702qo,2025-03-05
TRK-1749,DT-866-KI,Tipper,RFID-tx765Bl,2025-05-19
TRK-1750,ZV-101-CU,Tipper,RFID-CQ841Ck,2024-02-09
TRK-1751,KK-395-TE,Tipper,RFID-aw256Tm,2025-03-19
TRK-1752,JS-302-MN,Bulk,RFID-ci134zA,2025-05-23
TRK-1753,CO-317-EB,Tipper,RFID-Qm502EQ,2023-09-14
TRK-1754,ET-365-ZW,Tipper,RFID-FJ416FZ,2025-05-18
TRK-1755,LX-211-WE,Bulk,RFID-GU256Vy,2024-11-03
,,,,
TRK-1757,GM-878-CB,Bulk,RFID-XR580pd,2025-07-22
TRK-1758,TA-696-UB,Tipper,RFID-Va569BE,
TRK-1759,FU-484-PZ,Tipper,RFID-fW447Bp,2023-12-17
TRK-1760,TY-584-TP,Bulk,RFID-lp928rX,
TRK-1761,IR-451-ZV,Bulk,RFID-QB143mE,2024-09-08
TRK-1762,YR-487-PZ,,RFID-lm189LO,2024-04-05
TRK-1763,WU-103-LS,Tipper,,2023-12-03
TRK-1764,SX-242-AD,Tipper,RFID-bN326mf,2024-08-05
TRK-1765,NY-869-VJ,Bulk,RFID-Ht066SO,2025-07-07
TRK-1766,QR-586-NR,Tipper,RFID-BE335dG,2024-01-02
TRK-1767,AQ-932-IQ,Tipper,RFID-hr604xr,2024-03-21
TRK-1768,WZ-853-IL,Bulk,RFID-ud563lc,2023-10-14
TRK-1769,PK-727-UJ,Bulk,RFID-ns005Er,2023-10-11
TRK-1770,YY-587-ZW,Tipper,RFID-lq916Fx,2024-03-21
TRK-1771,XT-400-PS,Bulk,RFID-gQ541aR,2025-02-17
TRK-1772,WW-903-WN,Tipper,RFID-xV825Zx,2024-06-11
TRK-1773,DU-408-VZ,Tipper,RFID-xp989Pr,2023-10-12
TRK-1774,ZM-556-YM,Tipper,RFID-fg396iO,2024-01-04
TRK-1775,OG-274-TR,Bulk,RFID-LP910mm,2024-02-14
TRK-1776,CL-832-AY,Bulk,RFID-IN711vt,2023-10-09
TRK-1777,IJ-387-FG,Bulk,RFID-Uj738ci,2024-04-19
TRK-1778,MX-226-RX,Bulk,RFID-Tq368WJ,2025-06-20
TRK-1779,QM-914-RW,Tipper,RFID-OT557hB,2024-12-14
TRK-1780,YT-715-BI,Bulk,RFID-HG176Yb,2024-05-07
TRK-1781,XT-842-JQ,Bulk,RFID-Si294sc,2024-05-12
TRK-1782,OW-927-GG,Tipper,RFID-Vz903FR,2024-01-04
TRK-1783,HC-448-TY,Bulk,RFID-kC881WG,2025-05-25
TRK-1784,TD-476-DI,Tipper,RFID-zM686rn,2023-09-15
TRK-1785,JT-418-BN,Tipper,RFID-Kn202LS,2023-09-22
TRK-1786,WZ-427-UU,Tipper,,2024-04-10
TRK-1787,YD-779-PF,Bulk,RFID-sT443rJ,2024-01-25
TRK-1788,KN-571-IV,Bulk,RFID-cI123ps,2023-09-04
TRK-1789,HF-796-LP,Tipper,RFID-ir024Yd,2023-12-30
TRK-1790,DR-920-VA,Tipper,RFID-ha338Pw,2023-09-19
TRK-1791,IN-805-DZ,Bulk,RFID-fT955Jq,2025-04-23
TRK-1792,SM-948-FH,Bulk,RFID-su269dO,2024-03-30
TRK-1793,ZB-929-IV,Tipper,RFID-Ur053lq,
TRK-1794,FT-929-FT,Tipper,RFID-gU089VS,2023-08-12
TRK-1795,YU-977-MK,Bulk,,2024-07-19
TRK-1796,ZR-968-EA,Bulk,RFID-LO543ZW,2024-07-12
,KK-584-ZT,Bulk,RFID-oU627UB,2024-09-21
TRK-1798,KN-389-HX,Bulk,RFID-fF527lD,2023-10-12
TRK-1799,SO-199-DT,Tipper,RFID-KF223Ul,2025-01-07
TRK-1800,PU-970-YH,Tipper,RFID-kl404zR,2025-02-08
TRK-1801,RP-552-SH,Tipper,RFID-je931Bp,2023-10-21
TRK-1802,DF-866-FQ,Bulk,RFID-UH761iU,2025-06-29
TRK-1803,JW-204-RZ,Tipper,,2023-09-10
TRK-1804,DY-537-RE,Tipper,RFID-pX002fr,2024-11-25
,BJ-585-EB,Tipper,RFID-Ya290Yg,2025-06-24
TRK-1806,ZQ-707-LD,Tipper,RFID-mi851EW,2025-03-02
TRK-1807,SG-221-GM,Bulk,RFID-tv972Ej,2024-06-16
,,,,
TRK-1809,ZR-191-UW,Bulk,RFID-gI100sg,2024-11-23
TRK-1810,QH-768-LA,Bulk,,2024-10-04
TRK-1811,DD-756-RN,Bulk,,2024-03-27
TRK-1812,AO-686-MS,Tipper,RFID-kh617og,2025-01-01
TRK-1813,CP-493-MQ,Tipper,RFID-Nv451hx,2025-03-23
TRK-1814,LO-201-IS,Bulk,RFID-jl109BH,2024-04-04
TRK-1815,WN-515-VA,Tipper,RFID-RB592jQ,2024-04-09
TRK-1816,ON-931-NB,Bulk,RFID-wg494rF,2024-07-24
TRK-1817,,Tipper,RFID-Ya541jX,2024-06-15
TRK-1818,TZ-220-EP,Tipper,RFID-yC252UY,2025-03-02
TRK-1819,EO-919-IB,Bulk,RFID-KB711Ur,2025-05-17
TRK-1820,OQ-189-OW,Bulk,RFID-il215Xy,2025-02-04
TRK-1821,AZ-618-HZ,Bulk,RFID-BE557SA,2024-07-05
TRK-1822,EZ-773-AH,Bulk,RFID-ZP952py,2024-02-05
TRK-1823,YN-901-HN,Tipper,RFID-II687FI,2025-03-09
TRK-1824,,Bulk,RFID-fL836TA,2025-04-17
TRK-1825,JN-314-RR,Tipper,RFID-Sf893px,2024-03-29
TRK-1826,BA-245-HV,Tipper,RFID-xJ030Ei,2024-04-13
TRK-1827,YP-321-PH,Bulk,RFID-xX105is,2025-06-23
TRK-1828,SK-663-GJ,Tipper,,2024-03-27
TRK-1829,XK-185-YR,Bulk,RFID-ST021jy,
TRK-1830,YD-308-BT,Bulk,RFID-dS065gQ,2025-04-04
TRK-1831,ZS-297-SO,Tipper,RFID-Mk917bj,2024-10-11
TRK-1832,QN-267-KD,Bulk,RFID-pe521aK,2025-03-03
TRK-1833,ZL-126-ZG,Tipper,RFID-EV622iV,2023-12-25
TRK-1834,HN-800-OB,Bulk,RFID-AU847vC,2024-11-11
TRK-1835,QJ-441-UD,Bulk,RFID-jd041Pc,2024-11-06
TRK-1836,UH-200-JZ,Tipper,RFID-ka928zB,2023-10-20
TRK-1837,JC-226-ES,Bulk,RFID-KG784tT,2023-11-22
TRK-1838,HV-601-CJ,Bulk,RFID-rf362Hy,2024-06-15
,OH-377-PX,Bulk,RFID-Nd236oz,2025-08-03
TRK-1840,EY-498-EU,Tipper,RFID-eS289DE,2024-11-23
TRK-1841,RU-664-PW,Bulk,RFID-kd566Zx,2025-06-01
,MD-109-RS,Bulk,RFID-gg634ex,2025-07-07
TRK-1843,RD-681-TB,Bulk,RFID-ps950kI,2024-11-11
TRK-1844,SZ-824-UR,Tipper,RFID-Ma113Wt,2024-02-28
TRK-1845,KL-549-ZU,Bulk,RFID-Oc383pr,2024-04-26
TRK-1846,NH-538-NS,Bulk,RFID-cK199YE,2023-12-01
TRK-1847,YF-750-WY,Bulk,RFID-ft005aw,2023-09-16
TRK-1848,KI-192-QB,Tipper,RFID-mu468Wz,2024-06-23
,GC-689-BT,Tipper,RFID-vA521VG,2024-03-30
TRK-1850,OM-995-AY,Tipper,RFID-bL182Yy,2025-01-17
TRK-1851,RY-239-MN,Bulk,RFID-sk790jR,2023-10-07
TRK-1852,ZX-814-DA,Bulk,RFID-To711nZ,2025-07-31
TRK-1853,EV-107-SS,Bulk,RFID-HU228MP,
,TG-856-RX,Tipper,RFID-Yi857vs,2025-07-17
TRK-1855,ZY-800-PP,Tipper,RFID-cT596XR,2025-02-24
,ZR-882-NF,Tipper,RFID-NM633ej,2025-04-20
TRK-1857,BV-626-JB,Bulk,,2023-10-23
TRK-1858,ME-215-IR,Tipper,RFID-Fg481Du,2023-08-22
TRK-1859,VW-978-DH,Tipper,RFID-er242Kx,2024-06-25
TRK-1860,HF-855-QK,Bulk,RFID-lT511XD,2023-10-25
,,,,
TRK-1862,YX-968-MJ,Bulk,RFID-cx197sz,2025-01-25
TRK-1863,QI-462-CJ,Tipper,RFID-Cx692GN,2025-03-08
,SK-109-CM,Bulk,RFID-RA551GC,2024-05-28
TRK-1865,CN-257-KX,Tipper,RFID-Pd409VY,2024-12-14
,AU-356-FK,Bulk,RFID-jg380sy,2024-05-26
TRK-1867,HL-286-NH,Tipper,RFID-eo296yD,2025-01-21
TRK-1868,ZR-549-EJ,Tipper,RFID-DP157ID,2024-11-25
TRK-1869,LJ-991-SC,Tipper,RFID-Ug112zX,2023-10-16
TRK-1870,HD-531-TX,Tipper,RFID-ve636uv,2023-08-18
TRK-1871,EF-590-YZ,Bulk,RFID-SV973Eh,2023-09-19
TRK-1872,DM-607-US,Bulk,RFID-Ij470Ej,2025-06-30
TRK-1873,IT-509-NY,Tipper,RFID-cM359Xy,2025-03-12
TRK-1874,VK-212-YU,Bulk,RFID-En056dn,2025-06-24
TRK-1875,DI-113-TG,Tipper,RFID-qO064lf,2025-05-18
TRK-1876,RI-711-TL,Tipper,,2025-05-26
TRK-1877,HM-879-LQ,Tipper,RFID-nQ768ql,2025-01-31
TRK-1878,SE-387-TW,Bulk,RFID-vW016tk,2025-02-19
TRK-1879,ZG-940-LM,Tipper,RFID-EE356IS,2024-09-16
TRK-1880,UC-847-NE,Bulk,RFID-SK265ya,2024-12-11
TRK-1881,ZP-749-DD,Tipper,RFID-eU893QL,2023-11-15
TRK-1882,KH-296-YL,Tipper,RFID-QU925VV,2023-12-07
TRK-1883,QC-152-JN,Tipper,RFID-Dj502Fu,2025-01-01
TRK-1884,SZ-327-IM,Bulk,RFID-HU164aC,2024-02-15
TRK-1885,NQ-411-CJ,Bulk,RFID-gc279nV,2023-11-17
TRK-1886,YS-352-IB,Bulk,RFID-Xk368My,2025-04-17
,,,,
TRK-1888,HP-541-EY,Bulk,,2023-11-08
TRK-1889,JH-199-RR,Tipper,RFID-Aw776wI,2024-06-14
TRK-1890,UD-469-TJ,Tipper,RFID-hl685DB,2024-09-23
TRK-1891,UN-480-GH,Bulk,RFID-Mk528IB,2023-11-22
TRK-1892,PC-208-DT,Tipper,RFID-Os646SN,2024-06-24
TRK-1893,DP-770-VF,Tipper,RFID-fP111bN,2025-05-06
TRK-1894,LC-659-QH,Bulk,RFID-VW617NI,2024-08-30
TRK-1895,MT-646-SB,Bulk,RFID-LZ178cQ,2025-07-23
TRK-1896,,,RFID-oX463DJ,2023-11-10
TRK-1897,VO-455-XL,Tipper,RFID-Eh613wY,2023-12-01
TRK-1898,SX-169-MN,Bulk,RFID-ax766Yo,2025-01-19
TRK-1899,YU-270-PS,Bulk,RFID-Qq844tY,2023-10-09
TRK-1900,DB-679-BZ,Bulk,,2024-12-08
TRK-1901,EV-606-RW,Bulk,RFID-VM258uv,2025-04-25
TRK-1902,,Tipper,RFID-pJ296zm,2024-08-26
TRK-1903,KP-311-EE,Tipper,RFID-ZK960Bi,2024-05-07
TRK-1904,FS-909-NN,Tipper,RFID-uH626kB,2025-07-25
TRK-1905,SG-972-FS,Tipper,RFID-Gh312OK,2024-12-12
TRK-1906,OE-146-NH,Bulk,RFID-ku648nf,2024-06-12
,QY-384-YH,Bulk,RFID-aO106XL,2023-12-15
,,,,
TRK-1909,DQ-747-PJ,Bulk,RFID-DO602OX,2025-04-03
TRK-1910,CS-662-GD,Bulk,RFID-Po523tm,2024-05-26
TRK-1911,XH-158-QA,Tipper,RFID-Xq836Qd,2025-05-15
TRK-1912,JS-386-EZ,Tipper,RFID-Ob412OL,2024-11-27
TRK-1913,NZ-896-YP,Tipper,RFID-Mh117gj,2024-10-19
,SR-769-GQ,Tipper,RFID-fe442Fx,2025-04-01
,PF-552-FG,Tipper,RFID-FY361bA,2024-05-27
TRK-1916,PV-870-KL,Bulk,RFID-nR171Ay,2023-11-26
TRK-1917,SL-251-XC,Bulk,RFID-lt572al,2023-08-28
TRK-1918,EE-983-EO,,RFID-hv990wE,2024-09-18
TRK-1919,YE-388-AE,Bulk,RFID-ak998HV,2024-01-02
TRK-1920,EK-722-ED,Bulk,RFID-Mb413Ib,2024-12-07
